env_step,episode_return
23,23.0
36,13.0
49,13.0
73,24.0
93,20.0
108,15.0
142,34.0
174,32.0
199,25.0
211,12.0
228,17.0
248,20.0
274,26.0
288,14.0
316,28.0
342,26.0
363,21.0
380,17.0
396,16.0
408,12.0
419,11.0
436,17.0
448,12.0
470,22.0
488,18.0
501,13.0
515,14.0
535,20.0
562,27.0
586,24.0
607,21.0
661,54.0
678,17.0
692,14.0
708,16.0
742,34.0
759,17.0
778,19.0
789,11.0
799,10.0
822,23.0
863,41.0
896,33.0
925,29.0
947,22.0
965,18.0
976,11.0
991,15.0
1002,11.0
1015,13.0
1034,19.0
1046,12.0
1062,16.0
1083,21.0
1104,21.0
1119,15.0
1143,24.0
1166,23.0
1187,21.0
1216,29.0
1233,17.0
1248,15.0
1259,11.0
1271,12.0
1294,23.0
1317,23.0
1378,61.0
1389,11.0
1406,17.0
1422,16.0
1473,51.0
1504,31.0
1534,30.0
1555,21.0
1573,18.0
1582,9.0
1595,13.0
1610,15.0
1644,34.0
1666,22.0
1680,14.0
1689,9.0
1713,24.0
1739,26.0
1756,17.0
1767,11.0
1795,28.0
1809,14.0
1842,33.0
1861,19.0
1874,13.0
1885,11.0
1897,12.0
1916,19.0
1935,19.0
1946,11.0
1965,19.0
1981,16.0
2053,72.0
2067,14.0
2096,29.0
2114,18.0
2133,19.0
2155,22.0
2193,38.0
2215,22.0
2229,14.0
2249,20.0
2260,11.0
2276,16.0
2298,22.0
2311,13.0
2327,16.0
2347,20.0
2363,16.0
2376,13.0
2388,12.0
2399,11.0
2444,45.0
2501,57.0
2534,33.0
2546,12.0
2555,9.0
2567,12.0
2603,36.0
2636,33.0
2662,26.0
2679,17.0
2705,26.0
2724,19.0
2755,31.0
2766,11.0
2782,16.0
2817,35.0
2836,19.0
2864,28.0
2880,16.0
2897,17.0
2932,35.0
2947,15.0
2958,11.0
2997,39.0
3019,22.0
3030,11.0
3058,28.0
3075,17.0
3085,10.0
3100,15.0
3119,19.0
3143,24.0
3173,30.0
3198,25.0
3221,23.0
3250,29.0
3271,21.0
3281,10.0
3290,9.0
3303,13.0
3319,16.0
3337,18.0
3371,34.0
3393,22.0
3414,21.0
3427,13.0
3445,18.0
3470,25.0
3486,16.0
3526,40.0
3553,27.0
3577,24.0
3585,8.0
3627,42.0
3636,9.0
3671,35.0
3691,20.0
3703,12.0
3728,25.0
3760,32.0
3795,35.0
3805,10.0
3822,17.0
3831,9.0
3849,18.0
3887,38.0
3918,31.0
3933,15.0
3958,25.0
4012,54.0
4031,19.0
4050,19.0
4104,54.0
4133,29.0
4146,13.0
4191,45.0
4214,23.0
4233,19.0
4250,17.0
4270,20.0
4281,11.0
4301,20.0
4316,15.0
4335,19.0
4348,13.0
4360,12.0
4375,15.0
4404,29.0
4422,18.0
4434,12.0
4446,12.0
4467,21.0
4492,25.0
4507,15.0
4525,18.0
4546,21.0
4565,19.0
4580,15.0
4594,14.0
4641,47.0
4701,60.0
4712,11.0
4752,40.0
4769,17.0
4785,16.0
4801,16.0
4819,18.0
4837,18.0
4846,9.0
4872,26.0
4891,19.0
4915,24.0
4936,21.0
4946,10.0
4962,16.0
4975,13.0
5000,25.0
5023,23.0
5036,13.0
5057,21.0
5071,14.0
5081,10.0
5136,55.0
5151,15.0
5166,15.0
5208,42.0
5227,19.0
5255,28.0
5277,22.0
5300,23.0
5314,14.0
5335,21.0
5350,15.0
5397,47.0
5434,37.0
5447,13.0
5459,12.0
5478,19.0
5492,14.0
5516,24.0
5532,16.0
5570,38.0
5591,21.0
5610,19.0
5625,15.0
5640,15.0
5680,40.0
5722,42.0
5758,36.0
5789,31.0
5807,18.0
5818,11.0
5834,16.0
5867,33.0
5899,32.0
5908,9.0
5942,34.0
5976,34.0
5996,20.0
6025,29.0
6046,21.0
6064,18.0
6108,44.0
6121,13.0
6134,13.0
6150,16.0
6187,37.0
6207,20.0
6240,33.0
6256,16.0
6283,27.0
6310,27.0
6332,22.0
6345,13.0
6384,39.0
6409,25.0
6426,17.0
6447,21.0
6471,24.0
6483,12.0
6520,37.0
6551,31.0
6643,92.0
6669,26.0
6709,40.0
6728,19.0
6745,17.0
6769,24.0
6782,13.0
6793,11.0
6806,13.0
6829,23.0
6843,14.0
6857,14.0
6897,40.0
6908,11.0
6927,19.0
6936,9.0
6957,21.0
6984,27.0
7000,16.0
7064,64.0
7073,9.0
7087,14.0
7111,24.0
7130,19.0
7151,21.0
7166,15.0
7194,28.0
7224,30.0
7238,14.0
7269,31.0
7287,18.0
7326,39.0
7350,24.0
7365,15.0
7385,20.0
7412,27.0
7428,16.0
7453,25.0
7491,38.0
7535,44.0
7581,46.0
7596,15.0
7617,21.0
7653,36.0
7669,16.0
7704,35.0
7721,17.0
7751,30.0
7774,23.0
7801,27.0
7855,54.0
7878,23.0
7897,19.0
7912,15.0
7930,18.0
7946,16.0
7962,16.0
7999,37.0
8019,20.0
8043,24.0
8057,14.0
8088,31.0
8120,32.0
8137,17.0
8154,17.0
8188,34.0
8206,18.0
8228,22.0
8269,41.0
8291,22.0
8376,85.0
8394,18.0
8424,30.0
8461,37.0
8485,24.0
8510,25.0
8548,38.0
8584,36.0
8595,11.0
8613,18.0
8666,53.0
8684,18.0
8711,27.0
8735,24.0
8749,14.0
8764,15.0
8799,35.0
8813,14.0
8827,14.0
8867,40.0
8885,18.0
8911,26.0
8956,45.0
9011,55.0
9052,41.0
9064,12.0
9094,30.0
9102,8.0
9120,18.0
9166,46.0
9177,11.0
9191,14.0
9225,34.0
9286,61.0
9305,19.0
9348,43.0
9370,22.0
9382,12.0
9409,27.0
9423,14.0
9474,51.0
9492,18.0
9561,69.0
9592,31.0
9615,23.0
9648,33.0
9680,32.0
9719,39.0
9735,16.0
9746,11.0
9791,45.0
9838,47.0
9850,12.0
9868,18.0
9913,45.0
9926,13.0
9937,11.0
9951,14.0
10013,62.0
10037,24.0
10050,13.0
10063,13.0
10077,14.0
10104,27.0
10153,49.0
10170,17.0
10201,31.0
10220,19.0
10318,98.0
10334,16.0
10353,19.0
10385,32.0
10413,28.0
10436,23.0
10458,22.0
10478,20.0
10498,20.0
10537,39.0
10559,22.0
10581,22.0
10633,52.0
10707,74.0
10778,71.0
10807,29.0
10825,18.0
10893,68.0
10923,30.0
10939,16.0
11032,93.0
11042,10.0
11055,13.0
11075,20.0
11092,17.0
11117,25.0
11144,27.0
11162,18.0
11181,19.0
11200,19.0
11291,91.0
11317,26.0
11347,30.0
11392,45.0
11408,16.0
11502,94.0
11539,37.0
11554,15.0
11567,13.0
11634,67.0
11656,22.0
11680,24.0
11698,18.0
